Grupo de Opções;Sabor / Adicional;Descrição;Preço (R$);Disponível
"[GRUPO] Sabor Grande 35cm";"LA CANTINA";"Molho de tomate caseiro, mussarela, tomate seco, manjericão, champignon, azeitonas pretas e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"LINGUIÇA BLUMENAU";"Molho de tomate caseiro, linguiça Blumenau, mussarela, catupiry e orégano.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"NORDESTINA ";" Molho de tomate caseiro, carne seca, cebola roxa, catupiry, mussarela, pimenta biquinho e orégano. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"PRESUNTO E QUEIJO (MODA ARGENTINA)";"Molho de tomate caseiro, mussarela, presunto e orégano.";"70,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"PRIMAVERA";"Palmito, ervilha e ovos de codorna.";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"SPECIALE";" Molho de tomate caseiro, mussarela, anéis de cebola na manteiga, salsinha e orégano. ";"94,00";"Sim"
"[GRUPO] Sabor Grande 35cm";"TOSCANA";"Molho de tomate caseiro, mussarela, salame, provolone, manjericão e oregano.";"94,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"1. Alho e óleo";"Molho de tomate caseiro, mussarela, alho frito e azeitonas pretas e orégano. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"10. Bauru";"Molho de tomate caseiro, mussarela, presunto, tomate e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"11. Calabresa";"Molho de tomate caseiro, mussarela, calabresa e orégano. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"12. Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"13. Calabresa especial";"Molho de tomate caseiro, mussarela, calabresa, cebola, catupiry e ovos.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"14. Catulabresa";"Molho de tomate caseiro, mussarela, calabresa e catupiry.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"15. Canadense";"Molho de tomate caseiro, mussarela, lombo canadense, catupiry e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"16. Carbonara";"Molho de tomate caseiro, mussarela, Bacon, ovos e creme de leite";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"17. Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"18. Difiori";"Molho de tomate caseiro, mussarela, frango, bacon, tomate e creme de leite";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"19. Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"2. Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"20. Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"21. Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"22. Havaiana";"Molho de tomate caseiro, mussarela, lombo canadense, abacaxi e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"23. Italiana";"Molho de tomate caseiro, mussarela, presunto, bacon, milho, palmito e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"24. La torre";"Molho de tomate caseiro, mussarela, lombo canadense, palmito e creme de leite.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"25. Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"26. Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"27. Milho com catupiry";"Molho de tomate caseiro, mussarela, milho e catupiry.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"28. Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"29. Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"3. Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"30. Napolitana";"Molho de tomate caseiro, mussarela, tomate, provolone e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"31. Portuguesa";"Molho de tomate caseiro, mussarela, presunto, queijo, ovo, tomate, cebola, pimentão, azeitonas verde e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"32. Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"33. Veneza";"Molho de tomate caseiro, mussarela, lombo, bacon, ovos e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"34. Verona";"Molho de tomate caseiro, mussarela, lombo canadense, palmito, milho, catupiry, alho frito e orégano. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"35. Atum";"Molho de tomate caseiro, mussarela, atum, cebola, catupiry e orégano. +";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"36. Bolonhesa";"Molho de tomate caseiro, mussarela, carne moída, cebola, tomate e pimentão.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"37. Camarão alho e óleo";"Molho de tomate caseiro, mussarela, camarão ao alho e óleo e orégano.";"125,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"38. Camarão aos 4 queijos";"Molho de tomate caseiro, mussarela, camarão, parmesão, provolone e catupiry.";"135,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"39. Coração";"Molho de tomate caseiro, mussarela, coração, cebola e catupiry.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"4. Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"40. Champignon";"Molho de tomate caseiro, mussarela, champignon, catupiry e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"41. Filé ao alho";"Molho de tomate caseiro, mussarela, filé, alho frito e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"42. Filé com fritas";"Molho de tomate caseiro, mussarela, tiras de carne, batata frita e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"43. Filé com catupiry";"Molho de tomate caseiro, mussarela, tiras de carne e catupiry.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"44. Filé com cheddar";"Molho de tomate caseiro, mussarela, Filé e cheddar.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"45. Filé aos 4 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry e filé.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"46. Filé aos 5 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e filé.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"47. Filé com tomate";"Molho de tomate caseiro, mussarela, filé e tomate.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"48. Mexicana";"Molho de tomate caseiro, mussarela, iscas de carne, cheddar, cebola e nachos.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"49. Moda da casa";"Molho de tomate caseiro, mussarela, frango, palmito, bacon, milho, azeitona, catupiry e orégano. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"5. Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"50. Palmito";"Molho de tomate caseiro, mussarela, Palmito e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"51. Pepperoni";"Molho de tomate caseiro, mussarela, pepperoni e orégano. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"52. Rúcula com tomate seco";"Molho de tomate caseiro, mussarela, tomate seco, rúcula e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"53. Siciliana";"Molho de tomate caseiro, mussarela, bacon, champignon, catupiry e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"54. Strogonoff de carne";"Molho de tomate caseiro, mussarela, strogonoff de carne e batata palha.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"55. Strogonoff de frango";"Molho de tomate caseiro, mussarela, strogonoff de frango e batata palha.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"56. 4 Queijos";"Molho de tomate caseiro, mussrela, Parmesão, provolone, catupiry e orégano. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"57. 5 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e orégano. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"58. 6 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"59. 4 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, bacon e orégano. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"6. Brócolis com bacon e catupiry";"Molho de tomate caseiro, mussarela, brócolis, bacon e catupiry";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"60. 5 Queijos com bacon";"Molho de tomate caseiro, mussarela, parmesão, provolone, catupiry, cheddar, bacon e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"61. 6 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"62. Banana com chocolate preto e leite condensado. ";"Mussarela, banana, chocolate preto e leite condensado.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"63. Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"64. Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"65. Banana leite ninho e leite condensado";"";"98,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"66. Brigadeiro";"Chocolate preto e granulado";"0,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"67. Chocolate branco";"Mussarela, chocolate branco e leite condensado. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"68. Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"69. Califórnia";"Mussarela, abacaxi, pêssego, figo, açúcar, canela e leite condensado";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"7. Bacon";"Molho de tomate caseiro, mussarela, bacon e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"70. Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"71. Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"72. Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"73. Chocolate preto";"Mussarela, chocolate preto e leite condensado. ";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"74. Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"75. Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"76. Romeu e julieta";"Mussarela e goiabada";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"77. Abacaxí com coco";"Mussarela, abacaxí picado, coco ralado, chocolate branco e leite condensado";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"78. Banana nevada";"Mussarela, banana, canela, chocolate branco e leite condensado. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"79. Banoffe";"Mussarela banana, canela e doce de leite";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"8. Bacon com abacaxi";"Molho caseiro, mussarela, bacon e abacaxi.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"80. Sensação";"Mussarela, chocolate preto, morango e leite condensado";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"81. Sensação branca";"Mussarela, chocolate branco, morango e leite condensado";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"82. Sonho de valsa";"Mussarela, chocolate preto, bombom sonho de valsa e leite condensado";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"83. Óreo";"Mussarela, chocolate branco, biscoito óreo e leite condensado";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"9. Baiana";"Molho de tomate caseiro, mussarela, calabresa, cebola, pimenta calabresa, azeitonas verde e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"BARBECUE";"Molho de tomate caseiro, mussarela, lombo ao molho Barbecue e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"CATUPERU";"Molho de tomate caseiro, mussarela, peito de peru, catupiry e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"CHOCOLATE BRANCO COM NOZES";"Mussarela, chocolate branco, nozes e leite condensado. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"FLORESTA NEGRA";"Chocolate preto e cerejas.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"FUGAZZETA";"Molho de tomate caseiro, mussarela, cebola, azeitonas verdes e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"GAÚCHA";"Molho de tomate caseiro, mussarela, filé, cebola, pimentão, tomate, barbecue e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"ITALIAN ";"Molho de tomate caseiro, mussarela, salame, tomate, azeitonas pretas e orégano.   ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"LA CANTINA";"Molho de tomate caseiro, mussarela, tomate seco, manjericão, champignon, azeitonas pretas e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"LINGUIÇA BLUMENAU";"Molho de tomate caseiro, linguiça Blumenau, mussarela, catupiry e orégano.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"NORDESTINA ";" Molho de tomate caseiro, carne seca, cebola roxa, catupiry, mussarela, pimenta biquinho e orégano. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"PRESUNTO E QUEIJO (MODA ARGENTINA)";"Molho de tomate caseiro, mussarela, presunto e orégano.";"85,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"PRIMAVERA";"Palmito, ervilha e ovos de codorna.";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"SPECIALE";" Molho de tomate caseiro, mussarela, anéis de cebola na manteiga, salsinha e orégano. ";"117,00";"Sim"
"[GRUPO] Sabor Famiia 40cm";"TOSCANA";"Molho de tomate caseiro, mussarela, salame, provolone, manjericão e oregano.";"117,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"1. Alho e óleo";"Molho de tomate caseiro, mussarela, alho frito e azeitonas pretas e orégano. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"10. Bauru";"Molho de tomate caseiro, mussarela, presunto, tomate e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"11. Calabresa";"Molho de tomate caseiro, mussarela, calabresa e orégano. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"12. Calabresa com cebola";"Molho de tomate caseiro, mussarela, calabresa, cebola e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"13. Calabresa especial";"Molho de tomate caseiro, mussarela, calabresa, cebola, catupiry e ovos.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"14. Catulabresa";"Molho de tomate caseiro, mussarela, calabresa e catupiry.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"15. Canadense";"Molho de tomate caseiro, mussarela, lombo canadense, catupiry e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"16. Carbonara";"Molho de tomate caseiro, mussarela, Bacon, ovos e creme de leite";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"17. Crocante";"Molho de tomate caseiro, mussarela, bacon, batata palha e orégano. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"18. Difiori";"Molho de tomate caseiro, mussarela, frango, bacon, tomate e creme de leite";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"19. Frango catupiry";"Molho de tomate caseiro, mussarela, frango com catupiry e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"2. Alhobresa";"Molho de tomate caseiro, mussarela, calabresa, alho e orégano. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"20. Frango caipira";"Molho de tomate caseiro, mussarela, frango, milho, bacon, catupiry e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"21. Fricasse";"Molho de tomate caseiro, mussarela, frango, milho, creme de leite e batata palha.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"22. Havaiana";"Molho de tomate caseiro, mussarela, lombo canadense, abacaxi e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"23. Italiana";"Molho de tomate caseiro, mussarela, presunto, bacon, milho, palmito e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"24. La torre";"Molho de tomate caseiro, mussarela, lombo canadense, palmito e creme de leite.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"25. Lombinho";"Molho de tomate caseiro, mussarela, lombo canadense, cebola e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"26. Marguerita";"Molho de tomate caseiro, mussarela, tomate, manjericão, azeitonas pretas e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"27. Milho com catupiry";"Molho de tomate caseiro, mussarela, milho e catupiry.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"28. Milho e bacon";"Molho de tomate caseiro, mussarela, milho e bacon.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"29. Mussarela";"Molho de tomate caseiro, mussarela, tomate, azeitonas verde e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"3. Americana";"Molho de tomate caseiro, mussarela, milho, bacon, ovos e orégano. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"30. Napolitana";"Molho de tomate caseiro, mussarela, tomate, provolone e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"31. Portuguesa";"Molho de tomate caseiro, mussarela, presunto, queijo, ovo, tomate, cebola, pimentão, azeitonas verde e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"32. Vegetariana";"Molho de tomate caseiro, mussarela, palmito, milho, brócolis, tomate e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"33. Veneza";"Molho de tomate caseiro, mussarela, lombo, bacon, ovos e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"34. Verona";"Molho de tomate caseiro, mussarela, lombo canadense, palmito, milho, catupiry, alho frito e orégano. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"35. Atum";"Molho de tomate caseiro, mussarela, atum, cebola, catupiry e orégano. +";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"36. Bolonhesa";"Molho de tomate caseiro, mussarela, carne moída, cebola, tomate e pimentão.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"37. Camarão alho e óleo";"Molho de tomate caseiro, mussarela, camarão ao alho e óleo e orégano.";"140,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"38. Camarão aos 4 queijos";"Molho de tomate caseiro, mussarela, camarão, parmesão, provolone e catupiry.";"140,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"39. Coração";"Molho de tomate caseiro, mussarela, coração, cebola e catupiry.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"4. Brócolis";"Molho de tomate caseiro, mussarela, brócolis, tomate, alho frito e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"40. Champignon";"Molho de tomate caseiro, mussarela, champignon, catupiry e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"41. Filé ao alho";"Molho de tomate caseiro, mussarela, filé, alho frito e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"42. Filé com fritas";"Molho de tomate caseiro, mussarela, tiras de carne, batata frita e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"43. Filé com catupiry";"Molho de tomate caseiro, mussarela, tiras de carne e catupiry.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"44. Filé com cheddar";"Molho de tomate caseiro, mussarela, Filé e cheddar.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"45. Filé aos 4 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry e filé.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"46. Filé aos 5 queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e filé.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"47. Filé com tomate";"Molho de tomate caseiro, mussarela, filé e tomate.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"48. Mexicana";"Molho de tomate caseiro, mussarela, iscas de carne, cheddar, cebola e nachos.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"49. Moda da casa";"Molho de tomate caseiro, mussarela, frango, palmito, bacon, milho, azeitona, catupiry e orégano. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"5. Brócolis com bacon";"Molho de tomate caseiro, mussarela, brócolis, bacon, tomate, alho frito e orégano. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"50. Palmito";"Molho de tomate caseiro, mussarela, Palmito e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"51. Pepperoni";"Molho de tomate caseiro, mussarela, pepperoni e orégano. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"52. Rúcula com tomate seco";"Molho de tomate caseiro, mussarela, tomate seco, rúcula e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"53. Siciliana";"Molho de tomate caseiro, mussarela, bacon, champignon, catupiry e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"54. Strogonoff de carne";"Molho de tomate caseiro, mussarela, strogonoff de carne e batata palha.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"55. Strogonoff de frango";"Molho de tomate caseiro, mussarela, strogonoff de frango e batata palha.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"56. 4 Queijos";"Molho de tomate caseiro, mussrela, Parmesão, provolone, catupiry e orégano. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"57. 5 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, cheddar e orégano. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"58. 6 Queijos";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"59. 4 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, catupiry, bacon e orégano. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"6. Brócolis com bacon e catupiry";"Molho de tomate caseiro, mussarela, brócolis, bacon e catupiry";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"60. 5 Queijos com bacon";"Molho de tomate caseiro, mussarela, parmesão, provolone, catupiry, cheddar, bacon e orégano.";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"61. 6 Queijos com bacon";"Molho de tomate caseiro, mussarela, provolone, parmesão, gorgonzola, catupiry, cheddar e orégano. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"62. Banana com chocolate preto e leite condensado. ";"Mussarela, banana, chocolate preto e leite condensado.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"63. Banana com canela";"Mussarela, banana, açúcar, canela e leite condensado";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"64. Banana leite ninho e chocolate ao leite";"Banana com leite ninho, chocolate ao leite e leite condensado. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"65. Banana leite ninho e leite condensado";"";"115,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"66. Brigadeiro";"Chocolate preto e granulado";"0,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"67. Chocolate branco";"Mussarela, chocolate branco e leite condensado. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"68. Bem casado";"Mussarela, chocolate preto, chocolate branco e leite condensado";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"69. Califórnia";"Mussarela, abacaxi, pêssego, figo, açúcar, canela e leite condensado";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"7. Bacon";"Molho de tomate caseiro, mussarela, bacon e orégano.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"70. Confeti";"Mussarela, chocolate preto, confeti e leite condensado.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"71. Charge";"Mussarela, chocolate preto, amendoim e leite condensado";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"72. Charge branco";"Mussarela, chocolate branco, amendoim e leite condensado";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"73. Chocolate preto";"Mussarela, chocolate preto e leite condensado. ";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"74. Prestigio";"Mussarela, chocolate preto, coco ralado e leite condensado";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"75. Prestigio branco";"Mussarela, chocolate branco, coco ralado e leite condensado";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"76. Romeu e julieta";"Mussarela e goiabada";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"77. Abacaxí com coco";"Mussarela, abacaxí picado, coco ralado, chocolate branco e leite condensado";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"78. Banana nevada";"Mussarela, banana, canela, chocolate branco e leite condensado. ";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"79. Banoffe";"Mussarela banana, canela e doce de leite";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"8. Bacon com abacaxi";"Molho caseiro, mussarela, bacon e abacaxi.";"100,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"80. Sensação";"Mussarela, chocolate preto, morango e leite condensado";"132,00";"Sim"
"[GRUPO] Sabor Gigante 45cm";"81. Sensação branca";"Mussarela, chocolate branco, morango e leite condensado";"132,00";"Sim"
